Question,Answer
"For all positive integers $m > 10^{2022}$, determine the maximum number of real solutions $x > 0$ of the equation $mx = \left\lfloor x^{11/10} \right\rfloor$. If the final answer is a number larger than 1000, take modulo 1000.",10
"Let $f_1(x) = x^3 - 3x$. Let $f_n(x) = f(f_{n-1}(x))$. Let $R$ be the set of roots of $f_{2022}(x) / x$. If $\sum_{r \in R} \frac{1}{r^2} = \frac{a}{b} - \frac{c}{d}$ for positive integers $a, b, c, d$, where $b$ is as large as possible and $c$ and $d$ are relatively prime, find $a + b + c + d$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",72
"Points $A, B, C,$ and $D$ lie on a circle. Let $AC$ and $BD$ intersect at point $E$ inside the circle. If $[ABE] \cdot [CDE] = 36$, what is the value of $[ADE] \cdot [BCE]$? (Given a triangle $\triangle ABC$, $[ABC]$ denotes its area.)",36
"Let $ABC$ be an acute, scalene triangle. Let $H$ be the orthocenter. Let the circle going through $B, H,$ and $C$ intersect $CA$ again at $D$. Given that $\angle ABH = 20^\circ$, find, in degrees, $\angle BDC$. If the final answer is a number larger than 1000, take modulo 1000.",110
"$\triangle ABC$ has side lengths 13, 14, and 15. Let the feet of the altitudes from $A, B,$ and $C$ be $D, E,$ and $F$, respectively. The circumcircle of $\triangle DEF$ intersects $AD, BE,$ and $CF$ at $I, J,$ and $K$ respectively. What is the area of $\triangle IJK$? If the final answer is a number larger than 1000, take modulo 1000.",21
"Let $ABC$ be a triangle with $\angle A = 135^\circ$ and $BC = 15$. Square $WXYZ$ is drawn inside $ABC$ such that $W$ is on $AB$, $X$ is on $AC$, $Z$ is on $BC$, and triangle $ZBW$ is similar to triangle $ABC$, but $WZ$ is not parallel to $AC$. Over all possible triangles $ABC$, find the maximum area of $WXYZ$. If the final answer is a number larger than 1000, take modulo 1000.",281
"In quadrilateral $ABCD$, $AB = 20$, $BC = 15$, $CD = 7$, $DA = 24$, and $AC = 25$. Let the midpoint of $AC$ be $M$, and let $AC$ and $BD$ intersect at $N$. Find the length of $MN$. If the final answer is a number larger than 1000, take modulo 1000.",625
"Let the incircle of $\triangle ABC$ be tangent to $AB, BC, AC$ at points $M, N, P$, respectively. If $\angle BAC = 30^\circ$, find $\frac{[BPC]}{[ABC]} \cdot \frac{[BMC]}{[ABC]} - \frac{4 [ABC]}{3}$. If the final answer is a number larger than 1000, take modulo 1000.",1
"$\triangle ABC$ has side lengths $AB = 20$, $BC = 15$, and $CA = 7$. Let the altitudes of $\triangle ABC$ be $AD, BE,$ and $CF$. What is the distance between the orthocenter (intersection of the altitudes) of $\triangle ABC$ and the incenter of $\triangle DEF$? If the final answer is a number larger than 1000, take modulo 1000.",15
"Let $\Gamma$ and $\Omega$ be circles that are internally tangent at a point $P$ such that $\Gamma$ is contained entirely in $\Omega$. Let $A, B$ be points on $\Omega$ such that the lines $PB$ and $PA$ intersect the circle $\Gamma$ at $Y$ and $X$ respectively, where $X, Y \neq P$. Let $O_1$ be the circle with diameter $AB$ and $O_2$ be the circle with diameter $XY$. Let $F$ be the foot of $Y$ on $XP$. Let $T$ and $M$ be points on $O_1$ and $O_2$ respectively such that $TM$ is a common tangent to $O_1$ and $O_2$. Let $H$ be the orthocenter of $\triangle ABP$. Given that $PF = 12$, $FX = 15$, $TM = 18$, $PB = 50$, find the length of $AH$. If the final answer is a number larger than 1000, take modulo 1000.",750
"The bisector of $\angle BAC$ in $\triangle ABC$ intersects $BC$ in point $L$. The external bisector of $\angle ACB$ intersects $BA$ in point $K$. If the length of $AK$ is equal to the perimeter of $\triangle ACL$, $LB = 1$, and $\angle ABC = 36^\circ$, find the length of $AC$. If the final answer is a number larger than 1000, take modulo 1000.",1
"Let $ABCDEFGH$ be a regular octagon with side length 60. Let $K$ denote the locus of all points $K$ such that the circumcircles (possibly degenerate) of triangles $HAK$ and $DCK$ are tangent. Find the area of the region that $K$ encloses. If the final answer is a number larger than 1000, take modulo 1000.",420
"For a regular polygon $S$ with $n$ sides, let $f(S)$ denote the regular polygon with $2n$ sides such that the vertices of $S$ are the midpoints of every other side of $f(S)$. Let $f^{(k)}(S)$ denote the polygon that results after applying $f$ a total of $k$ times. The area of $f^{(k)}(P)$ as $k \to \infty$, where $P$ is a pentagon of side length 1, can be expressed as $\frac{a + b\sqrt{d}}{c} \pi m$ for some positive integers $a, b, c, d, m$ where $d$ is not divisible by the square of any prime and $d$ does not share any positive divisors with $a$ and $b$. Find $a + b + c + d + m$. If the final answer is a number larger than 1000, take modulo 1000.",141
"Consider the function $f(m) = \sum_{n=0}^{\infty} \frac{(n - m)^2}{(2n)!}$. This function can be expressed in the form $f(m) = \frac{a_m e + b_m e^{-1}}{4}$ for sequences of integers $\{a_m\}_{m \geq 1}$, $\{b_m\}_{m \geq 1}$. Find $\lim_{m \to \infty} \frac{b_m}{a_m}$. If the final answer is a number larger than 1000, take modulo 1000.",4
"In $\triangle ABC$, let $G$ be the centroid and let the circumcenters of $\triangle BCG$, $\triangle CAG$, and $\triangle ABG$ be $I$, $J$, and $K$, respectively. The line passing through $I$ and the midpoint of $BC$ intersects $KJ$ at $Y$. If the radius of circle $K$ is 5, the radius of circle $J$ is 8, and $AG = 6$, what is the length of $KY$? If the final answer is a number larger than 1000, take modulo 1000.",2
"An ant starts at the point $(1, 1)$. It can travel along the integer lattice, only moving in the positive $x$ and $y$ directions. What is the number of ways it can reach $(5, 5)$ without passing through $(3, 3)$? If the final answer is a number larger than 1000, take modulo 1000.",34
"Call a three-digit number $ABC$ spicy if it satisfies $ABC = A^3 + B^3 + C^3$. Compute the unique $n$ for which both $n$ and $n + 1$ are spicy. If the final answer is a number larger than 1000, take modulo 1000.",370
"Every day you go to the music practice rooms at a random time from 12AM to 8AM and practice for 3 hours, while your friend goes at a random time from 5AM to 11AM and practices for 1 hour. What is the probability that you and your friend meet on at least 2 days in a given span of 5 days? If the final answer is a number larger than 1000, take modulo 1000.",131
"Frank mistakenly believes that the number 1011 is prime and for some integer $x$ writes down $(x + 1)^{1011} \equiv x^{1011} + 1 \pmod{1011}$. However, it turns out that for Frank’s choice of $x$, this statement is actually true. If $x$ is positive and less than 1011, what is the sum of the possible values of $x$? If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",30
"A classroom has 30 seats arranged into 5 rows of 6 seats. Thirty students of distinct heights come to class every day, each sitting in a random seat. The teacher stands in front of all the rows, and if any student seated in front of you (in the same column) is taller than you, then the teacher cannot notice that you are playing games on your phone. What is the expected number of students who can safely play games on their phone? If the final answer is a number larger than 1000, take modulo 1000.",163
"Let $A$ be the set of finite sequences of positive integers $a_1, a_2, \ldots, a_k$ such that $|a_n - a_{n-1}| = a_{n-2}$ for all $3 \leq n \leq k$. If $a_1 = a_2 = 1$, and $k = 18$, determine the number of elements of $A$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",597
"Given that $2022 + 1$ has exactly 4 prime divisors $p_1 < p_2 < p_3 < p_4$, determine $p_1 + p_2$. If the final answer is a number larger than 1000, take modulo 1000.",490
"Frank mistakenly believes that the number 1011 is prime and for some integer $x$ writes down $(x + 1)^{1011} \equiv x^{1011} + 1 \pmod{1011}$. However, it turns out that for Frank's choice of $x$, this statement is actually true. If $x$ is positive and less than 1011, what is the sum of the possible values of $x$? If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",30
"Given that $2022 + 1$ has exactly 4 prime divisors $p_1 < p_2 < p_3 < p_4$, determine $p_1 + p_2$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",490
"For any positive integer $n$, let $f(n)$ be the maximum number of groups formed by a total of $n$ people such that the following holds: every group consists of an even number of members, and every two groups share an odd number of members. Compute $\sum_{n=1}^{2022} f(n) \mod 1000$. If the final answer is a number larger than 1000, take modulo 1000.",242
"What is the value of $x$ such that $\sqrt{(x + x)^2} = 16$? If the final answer is a number larger than 1000, take modulo 1000.",9
"Compute the number of values of $x$ in the interval $[-11\pi, -2\pi]$ that satisfy $5 \cos(x) + 4 = 0$. If the final answer is a number larger than 1000, take modulo 1000.",4
"What is the minimum cost to get a chocolate bar to size $20 \times 20$ if it costs $w^2$ dollars to add another row and $h^2$ dollars to add another column, starting from a $1 \times 1$ bar? If the final answer is a number larger than 1000, take modulo 1000.",339
"If the sum of the real roots $x$ to each of the equations $2^{2x} - 2^{x+1} + 1 - \frac{1}{k^2} = 0$ for $k = 2, 3, \ldots, 2023$ is $N$, what is $2N$? If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",12
"Suppose $\alpha, \beta, \gamma \in \{-2, 3\}$ are chosen such that $M = \max_{x \in \mathbb{R}} \min_{y \in \mathbb{R}_{\geq 0}} (\alpha x + \beta y + \gamma xy)$ is finite and positive. What is the sum of the possible values of $M$? If the final answer is a number larger than 1000, take modulo 1000.",6
"What is the area of the figure in the complex plane enclosed by the origin and the set of all $z$ such that $(1 - 2i)z + (-2i - 1)\overline{z} = 6i$? If the final answer is a number larger than 1000, take modulo 1000.",5
"Consider a sequence $F_0 = 2$, $F_1 = 3$ that has the property $F_{n+1}F_{n-1} - F_n^2 = (-1)^n \cdot 2$. If each term of the sequence can be written in the form $a \cdot r_1^n + b \cdot r_2^n$, what is the positive difference between $r_1$ and $r_2$? If the final answer is a number larger than 1000, take modulo 1000.",8
"Let $x, y, z$ be nonzero numbers such that $(x - y)^2 + (y - z)^2 + (z - x)^2 = 24yz$ and $x^2 + y^2 + z^2 - xy - yz - zx = 0$. Compute $\frac{x^2}{yz}$. If the final answer is a number larger than 1000, take modulo 1000.",5
"Suppose that $p(x)$, $q(x)$ are monic polynomials with nonnegative integer coefficients such that $\frac{1}{5x} \geq \frac{1}{q(x)} - \frac{1}{p(x)} \geq \frac{1}{3x^2}$ for all integers $x \geq 2$. Compute the minimum possible value of $p(1) \cdot q(1)$. If the final answer is a number larger than 1000, take modulo 1000.",3
"Let $A_1A_2 \ldots A_{12}$ be a regular dodecagon. Equilateral triangles $\triangle A_1A_2B_1, \triangle A_2A_3B_2, \ldots, \triangle A_{12}A_1B_{12}$ are drawn such that points $B_1, B_2, \ldots, B_{12}$ lie outside dodecagon $A_1A_2 \ldots A_{12}$. Then, equilateral triangles $\triangle A_1A_2C_1, \triangle A_2A_3C_2, \ldots, \triangle A_{12}A_1C_{12}$ are drawn such that points $C_1, C_2, \ldots, C_{12}$ lie inside dodecagon $A_1A_2 \ldots A_{12}$. Compute the ratio of the area of dodecagon $B_1B_2 \ldots B_{12}$ to the area of dodecagon $C_1C_2 \ldots C_{12}$. If the final answer is a number larger than 1000, take modulo 1000.",42
"Triangle $\triangle ABC$ has side lengths $AB = 39$, $BC = 16$, and $CA = 25$. What is the volume of the solid formed by rotating $\triangle ABC$ about line $BC$? If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",200
"Consider an equilateral triangle $\triangle ABC$ of side length 4. In the zeroth iteration, draw a circle $\Omega_0$ tangent to all three sides of the triangle. In the first iteration, draw circles $\Omega_{1A}, \Omega_{1B}, \Omega_{1C}$ such that circle $\Omega_{1v}$ is externally tangent to $\Omega_0$ and tangent to the two sides that meet at vertex $v$ (for example, $\Omega_{1A}$ would be tangent to $\Omega_0$ and sides $AB, AC$). In the $n$th iteration, draw circle $\Omega_{nv}$ externally tangent to $\Omega_{n-1,v}$ and the two sides that meet at vertex $v$. Compute the total area of all the drawn circles as the number of iterations approaches infinity. If the final answer is a number larger than 1000, take modulo 1000.",11
"Equilateral triangle $\triangle ABC$ is inscribed in circle $\Omega$, which has a radius of 1. Let the midpoint of $BC$ be $M$. Line $AM$ intersects $\Omega$ again at point $D$. Let $\omega$ be the circle with diameter $MD$. Compute the radius of the circle that is tangent to $BC$ on the same side of $BC$ as $\omega$, internally tangent to $\Omega$, and externally tangent to $\omega$. If the final answer is a number larger than 1000, take modulo 1000.",3
"Equilateral triangle $\triangle ABC$ has side length 12 and equilateral triangles of side lengths $a, b, c < 6$ are each cut from a vertex of $\triangle ABC$, leaving behind an equiangular hexagon $A_1A_2B_1B_2C_1C_2$, where $A_1$ lies on $AC$, $A_2$ lies on $AB$, and the rest of the vertices are similarly defined. Let $A_3$ be the midpoint of $A_1A_2$ and define $B_3, C_3$ similarly. Let the center of $\triangle ABC$ be $O$. Note that $OA_3, OB_3, OC_3$ split the hexagon into three pentagons. If the sum of the areas of the equilateral triangles cut out is $18\sqrt{3}$ and the ratio of the areas of the pentagons is 5 : 6 : 7, what is the value of $abc$? If the final answer is a number larger than 1000, take modulo 1000.",64
"Let $ABC$ be a triangle and $\omega_1$ its incircle. Let points $D$ and $E$ be on segments $AB, AC$ respectively such that $DE$ is parallel to $BC$ and tangent to $\omega_1$. Now let $\omega_2$ be the incircle of $\triangle ADE$ and let points $F$ and $G$ be on segments $AD, AE$ respectively such that $FG$ is parallel to $DE$ and tangent to $\omega_2$. Given that $\omega_2$ is tangent to line $AF$ at point $X$ and line $AG$ at point $Y$, the radius of $\omega_1$ is 60, and $4(AX) = 5(FG) = 4(AY)$, compute the radius of $\omega_2$. If the final answer is a number larger than 1000, take modulo 1000.",12
"Triangle $ABC$ has $AC = 5$. $D$ and $E$ are on side $BC$ such that $AD$ and $AE$ trisect $\angle BAC$, $DE = \frac{3}{2}$, $EC = \frac{5}{2}$. From $B$ and $E$, altitudes $BF$ and $EG$ are drawn with $D$ closer to $B$ and $DE = \frac{3}{2}$, $EC = \frac{5}{2}$. Compute $\frac{CF}{AG}$. If the final answer is a number larger than 1000, take modulo 1000.",2
"In triangle $\triangle ABC$, point $R$ lies on the perpendicular bisector of $AC$ such that $CA$ bisects $\angle BAR$. Line $BR$ intersects $AC$ at $Q$, and the circumcircle of $\triangle ARC$ intersects segment $AB$ at $P \neq A$. If $AP = 1$, $PB = 5$, and $AQ = 2$, compute $AR$. If the final answer is a number larger than 1000, take modulo 1000.",3
"Triangle $\triangle ABC$ is isosceles with $AC = AB$, $BC = 1$, and $\angle BAC = 36^\circ$. Let $\omega$ be a circle with center $B$ and radius $r_\omega = P_{ABC}$, where $P_{ABC}$ denotes the perimeter of $\triangle ABC$. Let $\omega$ intersect line $AB$ at $P$ and line $BC$ at $Q$. Let $I_B$ be the center of the excircle with respect to point $B$, and let $BI_B$ intersect $PQ$ at $S$. We draw a tangent line from $S$ to $\odot I_B$ that intersects $\odot I_B$ at point $T$. Compute the length of $ST$. If the final answer is a number larger than 1000, take modulo 1000.",7
"Let $\triangle ABC$ be a triangle with side lengths $AB = 13$, $BC = 14$, and $CA = 15$. The angle bisector of $\angle BAC$, the angle bisector of $\angle ABC$, and the angle bisector of $\angle ACB$ intersect the circumcircle of $\triangle ABC$ again at points $D, E$ and $F$, respectively. Compute the area of hexagon $AFBDCE$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",365
"How many nice times occur during the course of one day on a 12-hour digital clock, where a nice time is defined as a time where the sum of the minutes digits is equal to the hour? (We do not consider times of the form 00:XX.)",112
"Given that $R^3 + 2B + G = 12345$, where $R$, $G$, and $B$ are the number of red, green, and blue palm trees respectively, and there are 2023 palm trees in total, compute $R$. If the final answer is a number larger than 1000, take modulo 1000.",21
"Five integers are each selected uniformly at random from the range 1 to 5 inclusive and put into a set $S$. Each integer is selected independently of the others. What is the expected value of the minimum element of $S$? If the final answer is a number larger than 1000, take modulo 1000.",177
"Given that the real parts of $a \cdot c$ and $b \cdot c$ are $\frac{1}{10}$, where $a$, $b$, and $c$ are complex numbers chosen uniformly at random from the complex unit circle, compute the expected value of the real part of $a \cdot b$. If the final answer is a number larger than 1000, take modulo 1000.",1
"Compute the probability that a single infected computer produces an infinite chain of infections, given that every second an infected computer has a $\frac{7}{30}$ chance to stay infected, a $\frac{7}{15}$ chance to infect a new computer, and a $\frac{1}{6}$ chance to infect two new computers. If the final answer is a number larger than 1000, take modulo 1000.",4
"In the language of Blah, there is a unique word for every integer between 0 and 98 inclusive. A team of students has an unordered list of these 99 words, but do not know what integer each word corresponds to. However, the team is given access to a machine that, given two, not necessarily distinct, words in Blah, outputs the word in Blah corresponding to the sum modulo 99 of their corresponding integers. What is the minimum $N$ such that the team can narrow down the possible translations of ""1"" to a list of $N$ Blah words, using the machine as many times as they want? If the final answer is a number larger than 1000, take modulo 1000.",60
"For all positive integers $n > 1$, let $f(n)$ denote the largest odd proper divisor of $n$. Given that $N = 2023 \cdot 2320$, compute $f(N) \cdot f(f(f(N)))$. If the final answer is a number larger than 1000, take modulo 1000.",25
"A $3 \times 3$ grid is to be painted with three colors (red, green, and blue) such that no two squares that share an edge are the same color and no two corner squares on the same edge of the grid have the same color. In how many ways can this be done? (Rotations and reflections are considered distinct colorings.)",24
"How many trailing zeros does the value $300 \cdot 305 \cdot 310 \cdot \ldots \cdot 1090 \cdot 1095 \cdot 1100$ end with? If the final answer is a number larger than 1000, take modulo 1000.",161
"Michelle is drawing segments in the plane. She begins from the origin facing up the y-axis and draws a segment of length 1. Now, she rotates her direction by 120°, with equal probability clockwise or counterclockwise, and draws another segment of length 1 beginning from the end of the previous segment. She then continues this until she hits an already drawn segment. What is the expected number of segments she has drawn when this happens? If the final answer is a number larger than 1000, take modulo 1000.",4
"Compute the product of all square-ish integers modulo 103, where an integer $x \in \{1, \ldots, 102\}$ is square-ish if there exists some integer $n$ such that $x \equiv n^2 + n \pmod{103}$. If the final answer is a number larger than 1000, take modulo 1000.",52
"Let $S$ be the number of bijective functions $f: \{0, 1, \ldots, 288\} \to \{0, 1, \ldots, 288\}$ such that $f((m + n) \mod 17)$ is divisible by 17 if and only if $f(m) + f(n)$ is divisible by 17. Compute the largest positive integer $n$ such that $2^n$ divides $S$. If the final answer is a number larger than 1000, take modulo 1000.",270
"Suppose $a$ and $b$ are positive integers with the property that $(a^3 - 3ab + \frac{1}{2})^n + (b^3 + \frac{1}{2})^n$ is an integer for at least 3, but at most finitely many different choices of positive integers $n$. What is the least possible value of $a + b$? If the final answer is a number larger than 1000, take modulo 1000.",6
"Colin has a peculiar 12-sided dice: it is made up of two regular hexagonal pyramids. Colin wants to paint each face one of three colors so that no two adjacent faces on the same pyramid have the same color. How many ways can he do this? Two paintings are considered identical if there is a way to rotate or flip the dice to go from one to the other. Faces are adjacent if they share an edge. If the final answer is a number larger than 1000, take modulo 1000.",405
"Let $\ell$ be a line and let points $A$, $B$, $C$ lie on $\ell$ so that $AB = 7$ and $BC = 5$. Let $m$ be the line through $A$ perpendicular to $\ell$. Let $P$ lie on $m$. Compute the smallest possible value of $PB + PC$. If the final answer is a number larger than 1000, take modulo 1000.",9
"Po writes down five consecutive integers and then erases one of them. The four remaining integers sum to 153. Compute the integer that Po erased. If the final answer is a number larger than 1000, take modulo 1000.",37
"Given that the answer to this problem can be expressed as $a \cdot b \cdot c$, where $a$, $b$, and $c$ are pairwise relatively prime positive integers with $b = 10$, compute $1000a + 100b + 10c$. If the final answer is a number larger than 1000, take modulo 1000.",301
"Let $ABCD$ be a square with side length 16 and center $O$. Let $S$ be the semicircle with diameter $AB$ that lies outside of $ABCD$, and let $P$ be a point on $S$ so that $OP = 12$. Compute the area of triangle $CDP$. If the final answer is a number larger than 1000, take modulo 1000.",136
"Compute the smallest positive integer $n$ such that there do not exist integers $x$ and $y$ satisfying $n = x^3 + 3y^3$. If the final answer is a number larger than 1000, take modulo 1000.",6
"Alexis has 2020 paintings, the $i$th one of which is a $1 \times i$ rectangle for $i = 1, 2, \ldots, 2020$. Compute the smallest integer $n$ for which they can place all of the paintings onto an $n \times n$ mahogany table without overlapping or hanging off the table. If the final answer is a number larger than 1000, take modulo 1000.",430
"On a $5 \times 5$ grid we randomly place two cars, which each occupy a single cell and randomly face in one of the four cardinal directions. It is given that the two cars do not start in the same cell. In a move, one chooses a car and shifts it one cell forward. The probability that there exists a sequence of moves such that, afterward, both cars occupy the same cell is $\frac{m}{n}$ where $m$ and $n$ are relatively prime positive integers. Compute $100m + n$. If the final answer is a number larger than 1000, take modulo 1000.",148
"Let $a > b$ be positive integers. Compute the smallest possible integer value of $\frac{a! + 1}{b! + 1}$. If the final answer is a number larger than 1000, take modulo 1000.",103
"A magician has a hat that contains a white rabbits and b black rabbits. The magician repeatedly draws pairs of rabbits chosen at random from the hat, without replacement. Call a pair of rabbits checkered if it consists of one white rabbit and one black rabbit. Given that the magician eventually draws out all the rabbits without ever drawing out an unpaired rabbit and that the expected value of the number of checkered pairs that the magician draws is 2020, compute the number of possible pairs $(a, b)$. If the final answer is a number larger than 1000, take modulo 1000.",16
"Compute \(\left\lfloor 104A \right\rfloor\) where \(A\) is the area of the region traced out by \(D\) as \(C\) varies on the circumcircle \(\Gamma\) of a unit square \(ABCD\) with \(A\) and \(B\) being opposite vertices. If \(C \notin \{A, B\}\), let \(\omega\) be the incircle of triangle \(ABC\) with center \(I\), and let \(C_1\) be the point where \(\omega\) meets \(AB\). Let \(D\) be the reflection of \(C_1\) over line \(CI\). If \(C \in \{A, B\}\), let \(D = C\).
If the final answer is a number larger than 1000, take modulo 1000",415
"Let \(S\) denote the set of positive integer sequences \((a_1, a_2, \ldots, a_k)\) with at least two terms whose terms sum to 2019. For a sequence of positive integers \((a_1, a_2, \ldots, a_k)\), its value is defined as \(V(a_1, a_2, \ldots, a_k) = \frac{1}{k^2} \cdot \frac{a_1^{a_2} \cdot a_2^{a_3} \cdots a_{k-1}^{a_k}}{a_1! \cdot a_2! \cdots a_k!}\). Compute the remainder when the sum of the values over all sequences in \(S\) is divided by 1000.",401
"Let \(ABC\) be a triangle with circumcircle \(\omega\) and circumcenter \(O\). Suppose that \(AB = 15\), \(AC = 14\), and \(P\) is a point in the interior of \(\triangle ABC\) such that \(AP = \frac{13}{4}\), and \(P\) is closer to \(AC\) than to \(AB\). Let \(E, F\) be the points where \(BP, CP\) intersect \(\omega\) again, and let \(Q\) be the intersection of \(EF\) with the tangent to \(\omega\) at \(A\). Given that \(AQOP\) is cyclic and that \(CP^2\) is expressible in the form \(\frac{a}{b} - \frac{c}{d}\) for positive integers \(a, b, c, d\) such that \(\gcd(a, b) = 1\) and \(d\) is not divisible by the square of any prime, compute \(1000a + 100b + 10c + d\).
If the final answer is a number larger than 1000, take modulo 1000",492
"Compute the number of distinct functions \(f: \mathbb{R}^3 \to \mathbb{R}\) that can be expressed as equatorial expressions of complexity at most 3, where the equatorial algebra is defined as the real numbers equipped with the three binary operations \(\oplus, \vee, \wedge\) such that for all \(x, y \in \mathbb{R}\), we have \(x \oplus y = x + y\), \(x \vee y = \max(x, y)\), \(x \wedge y = \min(x, y)\).",588
"Let \(A_0BC_0D\) be a convex quadrilateral inscribed in a circle \(\omega\). For all integers \(i \geq 0\), let \(P_i\) be the intersection of lines \(A_iB\) and \(C_iD\), let \(Q_i\) be the intersection of lines \(A_iD\) and \(BC_i\), let \(M_i\) be the midpoint of segment \(P_iQ_i\), and let lines \(M_iA_i\) and \(M_iC_i\) intersect \(\omega\) again at \(A_{i+1}\) and \(C_{i+1}\), respectively. The circumcircles of \(\triangle A_3M_3C_3\) and \(\triangle A_4M_4C_4\) intersect at two points \(U\) and \(V\). If \(A_0B = 3\), \(BC_0 = 4\), \(C_0D = 6\), \(DA_0 = 7\), then \(UV\) can be expressed in the form \(\frac{a\sqrt{b}}{c}\) for positive integers \(a, b, c\) such that \(\gcd(a, c) = 1\) and \(b\) is squarefree. Compute \(100a + 10b + c\).
If the final answer is a number larger than 1000, take modulo 1000",375
"Calvin was asked to evaluate $37 + 31 \times a$ for some number $a$. Unfortunately, his paper was tilted 45 degrees, so he mistook multiplication for addition (and vice versa) and evaluated $37 \times 31 + a$ instead. For what value of $a$ could this have happened? If the final answer is a number larger than 1000, take modulo 1000.",37
"Petya gave Vasya a number puzzle. Petya chose a digit $X$ and said, ""I am thinking of a three digit number that is divisible by 11. The hundreds digit is $X$ and the tens digit is 3. Find the units digit."" Vasya was excited because he knew how to solve this problem, but then realized that the problem Petya gave did not have an answer. What digit $X$ did Petya chose? If the final answer is a number larger than 1000, take modulo 1000.",4
"Darwin takes an $11 \times 11$ grid of lattice points and connects every pair of points that are 1 unit apart, creating a $10 \times 10$ grid of unit squares. If he never retraced any segment, what is the total length of all segments that he drew? If the final answer is a number larger than 1000, take modulo 1000.",220
"Two circles have radius 5 and 26. The smaller circle passes through the center of the larger one. What is the difference between the lengths of the longest and shortest chords of the larger circle that are tangent to the smaller circle? If the final answer is a number larger than 1000, take modulo 1000.",4
"An elephant writes a sequence of numbers on a board starting with 1. Each minute, it doubles the sum of all the numbers on the board so far, and without erasing anything, writes the result on the board. It stops after writing a number greater than one billion. How many distinct prime factors does the largest number on the board have? If the final answer is a number larger than 1000, take modulo 1000.",2
"Two distinct points $A$ and $B$ are chosen at random from 15 points equally spaced around a circle centered at $O$ such that each pair of points $A$ and $B$ has the same probability of being chosen. The probability that the perpendicular bisectors of $OA$ and $OB$ intersect strictly inside the circle can be expressed in the form $\frac{m}{n}$, where $m, n$ are relatively prime positive integers. Find $m + n$. If the final answer is a number larger than 1000, take modulo 1000.",11
"In triangle $ABC$ let $D$ be the foot of the altitude from $A$. Suppose that $AD = 4$, $BD = 3$, $CD = 2$, and $AB$ is extended past $B$ to a point $E$ such that $BE = 5$. Determine the value of $CE^2$. If the final answer is a number larger than 1000, take modulo 1000.",80
"Define a sequence of integers by $T_1 = 2$ and for $n \geq 2$, $T_n = 2T_{n-1}$. Find the remainder when $T_1 + T_2 + \cdots + T_{256}$ is divided by 255. If the final answer is a number larger than 1000, take modulo 1000.",20
"Let $ABCD$ be a rectangle. Circles with diameters $AB$ and $CD$ meet at points $P$ and $Q$ inside the rectangle such that $P$ is closer to segment $BC$ than $Q$. Let $M$ and $N$ be the midpoints of segments $AB$ and $CD$. If $\angle M P N = 40^\circ$, find the degree measure of $\angle BP C$. If the final answer is a number larger than 1000, take modulo 1000.",160
"Let $a_1, a_2, \ldots$ be a sequence defined by $a_1 = 1$ and for $n \geq 1$, $a_{n+1} = \sqrt{a_n^2 - 2a_n + 3} + 1$. Find $a_{513}$. If the final answer is a number larger than 1000, take modulo 1000.",33
"A number is called 6-composite if it has exactly 6 composite factors. What is the 6th smallest 6-composite number? (A number is composite if it has a factor not equal to 1 or itself. In particular, 1 is not composite.) If the final answer is a number larger than 1000, take modulo 1000.",441
"Find the remainder when $\sum_{k=1}^{216} \binom{2k}{k} (3 \cdot 2^{14} + 1)^k (k-1)^{216-1}$ is divided by $216 + 1$. (Note: It is well-known that $216 + 1 = 65537$ is prime.) If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",673
"Given that the minimum value of $d(P)$ over all non-degenerate convex pinxtreme polygons $P$ in the plane can be expressed in the form $\left(1 + \frac{q}{p}\right)^2$ for positive integers $p, q$, find $p + q$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",79
"Find the smallest positive integer $n$ for which there exist polynomials $f, g$ with integer coefficients satisfying $x^n - 1 = (x^{16} + 1)P(x)f(x) + 11 \cdot g(x)$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",200
"Let $ABCDE$ be a regular pentagon, and let $F$ be a point on $AB$ with $\angle CDF = 55^\circ$. Suppose $FC$ and $BE$ meet at $G$, and select $H$ on the extension of $CE$ past $E$ such that $\angle DHE = \angle F DG$. Find the measure of $\angle GHD$, in degrees. If the final answer is a number larger than 1000, take modulo 1000.",19
